air_id,country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
430,India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",2026-03-03 15:00:00,25.106006,76.469948,PM10,71,165,97
431,India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",2026-03-03 15:00:00,25.106006,76.469948,OZONE,9,129,90
432,India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",2026-03-03 15:00:00,30.736056,76.209694,PM10,59,240,105
433,India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",2026-03-03 15:00:00,30.736056,76.209694,NH3,7,7,7
434,India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",2026-03-03 15:00:00,30.9028,75.8086,NH3,8,9,8
435,India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",2026-03-03 15:00:00,30.649961,76.331442,SO2,1,94,27
436,India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",2026-03-03 15:00:00,30.649961,76.331442,CO,8,128,85
437,India,Punjab,Patiala,"Model Town, Patiala - PPCB",2026-03-03 15:00:00,30.349388,76.366642,NO2,16,19,18
438,India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",2026-03-03 15:00:00,28.194909,76.862296,PM2.5,84,327,247
439,India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",2026-03-03 15:00:00,28.194909,76.862296,OZONE,4,41,24
440,India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",2026-03-03 15:00:00,28.207266,76.829265,CO,32,107,57
441,India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",2026-03-03 15:00:00,28.018792,73.292658,SO2,5,20,10
442,India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB",2026-03-03 15:00:00,22.245,84.881111,PM10,50,106,70
443,India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB",2026-03-03 15:00:00,21.606865,85.510538,CO,28,36,31
444,India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",2026-03-03 15:00:00,20.936071,85.170702,NO2,24,85,56
445,India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",2026-03-03 15:00:00,20.94185,86.1151,CO,5,12,10
446,India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",2026-03-03 15:00:00,20.48891,85.84768,NO2,18,49,32
447,India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",2026-03-03 15:00:00,21.6439,85.599355,SO2,10,28,16
448,India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB",2026-03-03 15:00:00,21.847279,85.416905,NO2,8,10,10
449,India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB",2026-03-03 15:00:00,22.189722,84.862778,PM2.5,76,98,86
450,India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",2026-03-03 15:00:00,27.215415,77.50873,SO2,2,45,15
451,India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",2026-03-03 15:00:00,26.950293,75.730943,OZONE,14,49,37
452,India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",2026-03-03 15:00:00,26.912329,70.909168,NH3,5,13,7
453,India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",2026-03-03 15:00:00,25.344694,72.626208,PM2.5,NA,NA,NA
454,India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",2026-03-03 15:00:00,25.344694,72.626208,PM10,NA,NA,NA
455,India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",2026-03-03 15:00:00,25.344694,72.626208,NO2,NA,NA,NA
456,India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",2026-03-03 15:00:00,25.344694,72.626208,SO2,NA,NA,NA
457,India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",2026-03-03 15:00:00,25.344694,72.626208,OZONE,6,103,70
458,India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",2026-03-03 15:00:00,24.588397,76.172782,PM2.5,27,331,146
459,India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",2026-03-03 15:00:00,24.588397,76.172782,PM10,79,232,137
460,India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",2026-03-03 15:00:00,24.588397,76.172782,NO2,47,103,80
461,India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",2026-03-03 15:00:00,28.108988,75.386577,NO2,7,121,37
462,India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",2026-03-03 15:00:00,28.108988,75.386577,CO,7,44,20
463,India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",2026-03-03 15:00:00,28.108988,75.386577,OZONE,7,137,110
464,India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",2026-03-03 15:00:00,26.268249,73.019385,CO,5,119,26
465,India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",2026-03-03 15:00:00,26.843698,75.766894,CO,2,111,36
466,India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",2026-03-03 15:00:00,26.843698,75.766894,OZONE,3,133,102
467,India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",2026-03-03 15:00:00,26.916409,75.79949,PM10,64,174,109
468,India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",2026-03-03 15:00:00,26.916409,75.79949,NH3,1,5,2
469,India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",2026-03-03 15:00:00,26.786682,75.827928,NH3,5,11,7
470,India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",2026-03-03 15:00:00,26.786682,75.827928,SO2,2,6,4
471,India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",2026-03-03 15:00:00,26.960669,75.771817,PM10,61,284,131
472,India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",2026-03-03 15:00:00,26.960669,75.771817,NO2,17,111,48
473,India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",2026-03-03 15:00:00,26.960669,75.771817,CO,4,94,33
474,India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",2026-03-03 15:00:00,26.960669,75.771817,OZONE,5,77,63
475,India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",2026-03-03 15:00:00,13.1278,80.2642,NO2,11,16,13
476,India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",2026-03-03 15:00:00,13.1278,80.2642,CO,42,63,52
477,India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",2026-03-03 15:00:00,13.1662,80.2584,PM10,51,137,80
478,India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",2026-03-03 15:00:00,13.1662,80.2584,NH3,1,2,2
479,India,TamilNadu,Chennai,"Manali, Chennai - CPCB",2026-03-03 15:00:00,13.164544,80.26285,SO2,14,27,19
480,India,TamilNadu,Chennai,"Manali, Chennai - CPCB",2026-03-03 15:00:00,13.164544,80.26285,CO,12,114,38
481,India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",2026-03-03 15:00:00,12.9533,80.2357,NO2,5,18,9
482,India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",2026-03-03 15:00:00,13.1036,80.2909,SO2,4,7,6
483,India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2026-03-03 15:00:00,13.005219,80.239813,PM2.5,67,162,104
484,India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",2026-03-03 15:00:00,25.771061,73.340227,CO,12,88,43
485,India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",2026-03-03 15:00:00,25.03636,73.883502,NH3,6,17,11
486,India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",2026-03-03 15:00:00,26.031443,76.359327,NH3,8,13,10
487,India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",2026-03-03 15:00:00,26.031443,76.359327,SO2,2,13,6
488,India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",2026-03-03 15:00:00,27.608912,75.153302,PM2.5,35,348,132
489,India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",2026-03-03 15:00:00,27.608912,75.153302,PM10,68,385,165
490,India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",2026-03-03 15:00:00,27.608912,75.153302,NO2,11,84,35
491,India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",2026-03-03 15:00:00,24.885261,72.857549,PM10,62,131,87
492,India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",2026-03-03 15:00:00,26.895552,76.334753,PM10,39,115,77
493,India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",2026-03-03 15:00:00,26.895552,76.334753,NO2,15,78,44
494,India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",2026-03-03 15:00:00,26.895552,76.334753,SO2,4,7,7
495,India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",2026-03-03 15:00:00,26.895552,76.334753,CO,34,78,53
496,India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",2026-03-03 15:00:00,26.699557,77.898881,NO2,18,70,30
497,India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",2026-03-03 15:00:00,23.837789,73.714926,NO2,15,27,21
498,India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",2026-03-03 15:00:00,23.837789,73.714926,OZONE,9,73,53
499,India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",2026-03-03 15:00:00,26.902909,75.836858,NO2,15,88,43
500,India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",2026-03-03 15:00:00,26.215415,73.070156,NO2,4,81,32
501,India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",2026-03-03 15:00:00,26.215415,73.070156,SO2,2,9,4
502,India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",2026-03-03 15:00:00,26.253384,72.976571,NO2,4,133,34
503,India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",2026-03-03 15:00:00,26.253384,72.976571,OZONE,9,213,122
504,India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",2026-03-03 15:00:00,26.506177,77.025989,PM10,67,143,105
505,India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",2026-03-03 15:00:00,25.16409,75.858137,PM2.5,35,227,87
506,India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",2026-03-03 15:00:00,25.435774,75.644272,PM2.5,25,100,60
507,India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",2026-03-03 15:00:00,25.435774,75.644272,OZONE,17,122,95
508,India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",2026-03-03 15:00:00,24.892047,74.623527,NH3,7,17,12
509,India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",2026-03-03 15:00:00,28.296139,74.961696,NO2,9,57,22
510,India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",2026-03-03 15:00:00,28.296139,74.961696,CO,2,40,19
511,India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",2026-03-03 15:00:00,28.296139,74.961696,OZONE,22,104,84
512,India,Rajasthan,Sri Ganganagar,"Old City, Sri Ganganagar - RSPCB",2026-03-03 15:00:00,29.931624,73.864511,NH3,2,8,4
513,India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",2026-03-03 15:00:00,27.33853,88.614099,PM2.5,64,107,82
514,India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",2026-03-03 15:00:00,27.33853,88.614099,SO2,1,1,1
515,India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",2026-03-03 15:00:00,25.16409,75.858137,CO,22,109,30
516,India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",2026-03-03 15:00:00,25.196024,75.855668,NO2,1,112,41
517,India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",2026-03-03 15:00:00,27.213494,73.734444,PM2.5,20,273,81
518,India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2026-03-03 15:00:00,13.005219,80.239813,NH3,3,4,3
519,India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",2026-03-03 15:00:00,11.0328,77.0349,PM2.5,55,151,102
520,India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",2026-03-03 15:00:00,11.0328,77.0349,PM10,43,95,72
521,India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",2026-03-03 15:00:00,10.942451,76.978996,NO2,2,2,2
522,India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",2026-03-03 15:00:00,13.4127,80.1081,PM2.5,77,430,220
523,India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",2026-03-03 15:00:00,13.4127,80.1081,NO2,17,42,25
524,India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",2026-03-03 15:00:00,13.4127,80.1081,SO2,4,27,20
525,India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB",2026-03-03 15:00:00,11.258242,77.552761,NO2,12,13,12
526,India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",2026-03-03 15:00:00,8.816428,78.099039,CO,26,59,34
527,India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",2026-03-03 15:00:00,8.816428,78.099039,OZONE,24,35,31
528,India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",2026-03-03 15:00:00,17.349694,78.451437,NO2,6,14,9
529,India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",2026-03-03 15:00:00,23.81755,91.272697,PM2.5,122,325,209
530,India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",2026-03-03 15:00:00,23.81755,91.272697,PM10,NA,NA,NA
531,India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",2026-03-03 15:00:00,23.81755,91.272697,NO2,19,34,24
532,India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",2026-03-03 15:00:00,23.81755,91.272697,OZONE,1,4,3
533,India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",2026-03-03 15:00:00,27.23711,78.01936,PM2.5,29,213,70
534,India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",2026-03-03 15:00:00,27.23711,78.01936,OZONE,6,6,6
535,India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",2026-03-03 15:00:00,27.106972,78.000111,NH3,5,5,5
536,India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",2026-03-03 15:00:00,17.544899,78.486949,NO2,14,17,15
537,India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",2026-03-03 15:00:00,17.429398,78.569354,PM2.5,48,78,54
538,India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",2026-03-03 15:00:00,17.429398,78.569354,OZONE,16,36,24
539,India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",2026-03-03 15:00:00,17.528544,78.286195,NH3,3,5,3
540,India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",2026-03-03 15:00:00,17.528544,78.286195,CO,18,51,30
541,India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",2026-03-03 15:00:00,17.417094,78.457437,PM2.5,65,74,68
542,India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",2026-03-03 15:00:00,27.19412,77.96237,OZONE,1,12,3
543,India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",2026-03-03 15:00:00,27.169338,78.03582,NO2,14,21,17
544,India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",2026-03-03 15:00:00,27.169338,78.03582,SO2,41,61,50
545,India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",2026-03-03 15:00:00,28.964949,77.278761,SO2,26,72,37
546,India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",2026-03-03 15:00:00,17.53169,78.218939,NH3,1,1,1
547,India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",2026-03-03 15:00:00,17.53169,78.218939,CO,27,68,50
548,India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",2026-03-03 15:00:00,17.585705,78.126199,CO,22,55,37
549,India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",2026-03-03 15:00:00,17.585705,78.126199,OZONE,15,34,24
550,India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",2026-03-03 15:00:00,17.393559,78.339194,NH3,2,3,2
551,India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",2026-03-03 15:00:00,28.359581,79.414455,SO2,45,78,60
552,India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",2026-03-03 15:00:00,28.359581,79.414455,OZONE,14,92,46
553,India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",2026-03-03 15:00:00,27.168897,78.37696,SO2,6,52,23
554,India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",2026-03-03 15:00:00,27.1594,78.3953,PM2.5,35,111,64
555,India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",2026-03-03 15:00:00,27.198658,78.005981,SO2,17,19,18
556,India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",2026-03-03 15:00:00,27.19412,77.96237,PM10,82,273,134
557,India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",2026-03-03 15:00:00,17.417094,78.457437,OZONE,5,33,23
558,India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",2026-03-03 15:00:00,17.349694,78.451437,PM2.5,69,177,117
559,India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",2026-03-03 15:00:00,17.460103,78.334361,SO2,4,20,10
560,India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",2026-03-03 15:00:00,17.470431,78.566959,SO2,5,17,10
561,India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",2026-03-03 15:00:00,26.906111,80.948222,PM2.5,42,164,109
562,India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",2026-03-03 15:00:00,26.90723,80.98579,PM10,70,134,95
563,India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",2026-03-03 15:00:00,26.90723,80.98579,NO2,31,33,32
564,India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",2026-03-03 15:00:00,26.90723,80.98579,CO,10,16,11
565,India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",2026-03-03 15:00:00,26.845881,80.936554,PM2.5,121,246,176
566,India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",2026-03-03 15:00:00,26.845881,80.936554,SO2,2,20,10
567,India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",2026-03-03 15:00:00,26.845881,80.936554,CO,40,78,57
568,India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",2026-03-03 15:00:00,26.833997,80.891736,PM2.5,95,290,153
569,India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",2026-03-03 15:00:00,26.833997,80.891736,NO2,8,12,9
570,India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",2026-03-03 15:00:00,26.833997,80.891736,NH3,1,3,3
571,India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",2026-03-03 15:00:00,28.757294,77.278792,PM10,149,353,232
572,India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",2026-03-03 15:00:00,28.685382,77.453839,NH3,7,25,10
573,India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",2026-03-03 15:00:00,28.660335,77.357256,SO2,1,70,19
574,India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",2026-03-03 15:00:00,26.730136,83.433859,OZONE,1,5,3
575,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",2026-03-03 15:00:00,28.47272,77.482,NH3,7,12,10
576,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",2026-03-03 15:00:00,28.47272,77.482,CO,40,97,58
577,India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",2026-03-03 15:00:00,29.472351,77.719403,PM2.5,58,234,138
578,India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",2026-03-03 15:00:00,29.472351,77.719403,SO2,2,19,12
579,India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",2026-03-03 15:00:00,28.544761,77.323126,NO2,18,107,53
580,India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",2026-03-03 15:00:00,28.544761,77.323126,NH3,9,14,12
581,India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",2026-03-03 15:00:00,28.544761,77.323126,SO2,10,18,13
582,India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",2026-03-03 15:00:00,28.544761,77.323126,OZONE,19,111,82
583,India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",2026-03-03 15:00:00,28.5898,77.3101,PM2.5,80,330,229
584,India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",2026-03-03 15:00:00,28.999264,77.759035,PM2.5,47,178,99
585,India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",2026-03-03 15:00:00,29.06351,77.709723,OZONE,38,117,84
586,India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",2026-03-03 15:00:00,28.83526,78.7446,PM10,70,286,123
587,India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",2026-03-03 15:00:00,28.83526,78.7446,NO2,28,29,28
588,India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",2026-03-03 15:00:00,28.83526,78.7446,CO,30,46,42
589,India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",2026-03-03 15:00:00,25.4547,78.6039,CO,6,100,23
590,India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",2026-03-03 15:00:00,26.428282,80.327067,PM2.5,32,324,109
591,India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",2026-03-03 15:00:00,26.428282,80.327067,SO2,17,20,19
592,India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",2026-03-03 15:00:00,26.428282,80.327067,OZONE,10,13,12
593,India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",2026-03-03 15:00:00,26.509954,80.249612,NH3,5,5,5
594,India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",2026-03-03 15:00:00,28.56923,77.393848,CO,23,106,43
595,India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",2026-03-03 15:00:00,25.425602,81.917152,PM2.5,31,80,54
596,India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",2026-03-03 15:00:00,25.494,81.863,NO2,11,12,12
597,India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",2026-03-03 15:00:00,26.509954,80.249612,CO,28,49,36
598,India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",2026-03-03 15:00:00,26.470314,80.322986,CO,53,67,61
599,India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",2026-03-03 15:00:00,28.234893,77.8683,OZONE,10,20,15
600,India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",2026-03-03 15:00:00,26.766433,80.927299,CO,7,27,15
601,India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",2026-03-03 15:00:00,26.86812,81.005119,CO,32,40,37
602,India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",2026-03-03 15:00:00,28.849399,78.742362,PM10,74,126,97
603,India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",2026-03-03 15:00:00,28.849399,78.742362,CO,20,40,30
604,India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",2026-03-03 15:00:00,25.449199,81.82736,CO,20,78,27
605,India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",2026-03-03 15:00:00,25.301778,82.996789,OZONE,6,16,9
606,India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",2026-03-03 15:00:00,25.262326,82.995408,OZONE,1,14,9
607,India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",2026-03-03 15:00:00,25.32393,82.99687,PM2.5,6,70,42
608,India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",2026-03-03 15:00:00,27.571409,77.655757,NO2,27,27,27
609,India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",2026-03-03 15:00:00,27.571409,77.655757,SO2,17,27,20
610,India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",2026-03-03 15:00:00,29.212411,78.961175,CO,14,21,18
611,India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",2026-03-03 15:00:00,30.075911,78.285955,NO2,17,24,20
612,India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",2026-03-03 15:00:00,23.685297,86.945968,SO2,21,103,50
613,India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",2026-03-03 15:00:00,23.685297,86.945968,OZONE,12,37,30
614,India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",2026-03-03 15:00:00,23.618183,87.105718,NO2,12,26,20
615,India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",2026-03-03 15:00:00,23.618183,87.105718,CO,24,114,80
616,India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",2026-03-03 15:00:00,22.760558,88.361759,CO,40,104,56
617,India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",2026-03-03 15:00:00,23.508764,87.35444,PM10,50,154,101
