traffic_id,timestamp,day,hour,weather,area_type,traffic_density,car_count,bike_count,truck_count,signal_waiting_time_seconds
4168,2025-09-20 13:02:00,Saturday,13,Clear,Industrial,Medium,41,43,9,37
4169,2025-08-08 11:01:00,Friday,11,Clear,Highway,Low,5,28,1,18
4170,2025-06-05 04:59:00,Thursday,4,Foggy,Highway,Low,19,20,4,5
4171,2025-03-31 08:07:00,Monday,8,Foggy,Industrial,Medium,21,47,15,53
4172,2025-11-06 06:39:00,Thursday,6,Clear,Industrial,Medium,44,45,7,60
4173,2025-07-09 18:57:00,Wednesday,18,Foggy,Residential,High,85,104,36,163
4174,2025-08-30 06:16:00,Saturday,6,Rainy,Residential,Medium,41,70,7,32
4175,2025-12-27 03:51:00,Saturday,3,Foggy,Commercial,Medium,45,47,11,27
4176,2025-05-05 15:49:00,Monday,15,Stormy,Industrial,Low,7,10,3,14
4177,2025-01-17 18:11:00,Friday,18,Foggy,Commercial,Medium,33,64,7,24
4178,2025-02-15 19:14:00,Saturday,19,Rainy,School Zone,Medium,46,39,6,55
4179,2025-11-11 23:33:00,Tuesday,23,Rainy,School Zone,Low,10,23,5,13
4180,2025-08-28 18:51:00,Thursday,18,Clear,Residential,High,50,100,25,153
4181,2025-05-24 15:04:00,Saturday,15,Rainy,Industrial,Medium,40,42,8,31
4182,2025-07-15 16:02:00,Tuesday,16,Rainy,Highway,Low,16,20,4,7
4183,2025-07-04 05:14:00,Friday,5,Rainy,Residential,Low,12,14,4,14
4184,2025-05-04 18:24:00,Sunday,18,Cloudy,Highway,High,111,75,36,173
4185,2025-12-08 08:30:00,Monday,8,Foggy,Industrial,High,60,82,38,116
4186,2025-03-23 14:42:00,Sunday,14,Rainy,Residential,Medium,27,41,8,44
4187,2025-12-05 07:01:00,Friday,7,Rainy,School Zone,High,116,85,38,150
4188,2025-12-30 03:40:00,Tuesday,3,Stormy,Highway,Low,15,11,2,20
4189,2025-07-11 22:03:00,Friday,22,Foggy,School Zone,Low,12,28,0,20
4190,2025-03-26 16:30:00,Wednesday,16,Cloudy,Industrial,Medium,28,41,9,49
4191,2025-02-26 23:35:00,Wednesday,23,Foggy,School Zone,Medium,36,60,11,43
4192,2025-05-03 04:22:00,Saturday,4,Rainy,Residential,Medium,50,30,9,53
4193,2025-11-25 12:47:00,Tuesday,12,Cloudy,Highway,Medium,21,43,14,25
4194,2025-11-24 10:36:00,Monday,10,Rainy,School Zone,High,103,103,16,178
4195,2025-09-18 14:28:00,Thursday,14,Stormy,School Zone,Low,9,27,3,7
4196,2025-04-16 11:12:00,Wednesday,11,Foggy,School Zone,Medium,41,40,7,32
4197,2025-01-24 00:19:00,Friday,0,Cloudy,Residential,Medium,31,41,8,21
4198,2025-11-23 17:21:00,Sunday,17,Cloudy,Highway,Medium,29,70,6,31
4199,2025-03-11 18:57:00,Tuesday,18,Cloudy,Commercial,Medium,46,60,12,58
4200,2025-11-08 20:42:00,Saturday,20,Rainy,Industrial,Medium,49,32,15,25
4201,2025-06-12 07:42:00,Thursday,7,Cloudy,Industrial,High,64,135,33,62
4202,2025-05-11 12:29:00,Sunday,12,Clear,Highway,Medium,27,65,5,51
4203,2025-03-16 13:37:00,Sunday,13,Foggy,Industrial,Medium,28,56,8,54
4204,2025-07-28 00:30:00,Monday,0,Foggy,Highway,Low,7,10,3,6
4205,2025-10-13 01:36:00,Monday,1,Cloudy,Industrial,Medium,40,52,7,41
4206,2025-12-06 03:13:00,Saturday,3,Rainy,Highway,Low,18,29,0,5
4207,2025-05-10 05:30:00,Saturday,5,Clear,Highway,Medium,43,57,10,44
4208,2025-09-12 11:39:00,Friday,11,Clear,Industrial,Low,17,20,4,11
4209,2025-01-31 14:49:00,Friday,14,Rainy,Commercial,Medium,35,61,7,32
4210,2025-02-26 21:44:00,Wednesday,21,Foggy,Industrial,Low,13,12,4,15
4211,2025-04-17 12:43:00,Thursday,12,Foggy,Residential,Low,9,24,0,19
4212,2025-01-26 16:26:00,Sunday,16,Stormy,Industrial,Low,10,24,0,7
4213,2025-12-09 16:08:00,Tuesday,16,Cloudy,Industrial,Medium,31,33,14,41
4214,2025-09-04 11:02:00,Thursday,11,Foggy,Commercial,Low,19,10,2,16
4215,2025-03-03 01:50:00,Monday,1,Foggy,School Zone,Low,10,14,1,11
4216,2025-07-14 23:59:00,Monday,23,Foggy,Industrial,Medium,26,45,15,38
4217,2025-09-01 14:52:00,Monday,14,Clear,Industrial,Low,7,13,2,15
4218,2025-08-01 20:39:00,Friday,20,Foggy,Highway,High,116,130,16,131
4219,2025-02-13 13:34:00,Thursday,13,Stormy,Industrial,Medium,48,67,7,40
4220,2025-05-10 09:09:00,Saturday,9,Foggy,Highway,High,63,98,37,129
4221,2025-02-05 18:41:00,Wednesday,18,Foggy,Industrial,High,55,88,39,180
4222,2025-06-28 03:24:00,Saturday,3,Foggy,Highway,Low,6,30,3,19
4223,2025-08-30 17:00:00,Saturday,17,Cloudy,Industrial,High,55,85,22,83
4224,2025-06-22 21:17:00,Sunday,21,Cloudy,School Zone,Low,5,19,3,6
4225,2025-01-10 18:20:00,Friday,18,Foggy,Residential,High,70,91,39,178
4226,2025-08-22 04:52:00,Friday,4,Foggy,Highway,Low,16,22,3,7
4227,2025-03-16 12:53:00,Sunday,12,Foggy,Industrial,Low,17,11,4,15
4228,2025-04-19 07:57:00,Saturday,7,Stormy,Highway,High,82,104,34,135
4229,2025-02-21 01:29:00,Friday,1,Rainy,Industrial,Low,14,30,1,11
4230,2025-01-03 15:48:00,Friday,15,Cloudy,School Zone,Medium,39,66,15,59
4231,2025-03-17 07:55:00,Monday,7,Clear,Residential,Medium,38,38,14,45
4232,2025-11-25 03:03:00,Tuesday,3,Cloudy,Industrial,Low,8,12,0,17
4233,2025-12-28 14:03:00,Sunday,14,Rainy,Residential,Low,6,13,5,20
4234,2025-05-17 17:29:00,Saturday,17,Cloudy,Residential,High,90,137,24,106
4235,2025-03-28 09:15:00,Friday,9,Rainy,School Zone,Medium,46,50,9,28
4236,2025-06-06 11:10:00,Friday,11,Foggy,Residential,Medium,23,47,13,28
4237,2025-04-15 05:12:00,Tuesday,5,Stormy,Industrial,Low,20,11,1,14
4238,2025-11-21 18:00:00,Friday,18,Rainy,School Zone,High,66,136,34,82
4239,2025-03-09 04:53:00,Sunday,4,Clear,School Zone,Low,20,12,4,13
4240,2025-07-27 13:22:00,Sunday,13,Cloudy,Highway,Low,8,25,0,10
4241,2025-04-24 09:11:00,Thursday,9,Rainy,Highway,Medium,40,46,12,32
4242,2025-12-10 04:00:00,Wednesday,4,Stormy,Highway,Medium,23,66,5,54
4243,2025-01-24 17:15:00,Friday,17,Stormy,School Zone,High,100,134,15,130
4244,2025-09-20 04:19:00,Saturday,4,Rainy,School Zone,Low,16,21,1,8
4245,2025-05-06 05:38:00,Tuesday,5,Stormy,Commercial,Low,11,25,3,10
4246,2025-08-01 20:01:00,Friday,20,Cloudy,Residential,High,60,122,22,128
4247,2025-07-16 22:06:00,Wednesday,22,Foggy,Residential,Low,6,18,3,14
4248,2025-09-18 14:55:00,Thursday,14,Foggy,Highway,Medium,21,68,8,58
4249,2025-03-17 22:41:00,Monday,22,Foggy,School Zone,Low,19,14,2,8
4250,2025-04-09 17:54:00,Wednesday,17,Clear,Residential,High,120,135,29,68
4251,2025-08-21 15:21:00,Thursday,15,Cloudy,Highway,Medium,22,45,8,25
4252,2025-03-17 03:21:00,Monday,3,Rainy,Highway,Low,10,19,4,14
4253,2025-06-07 01:08:00,Saturday,1,Stormy,Highway,Low,10,28,5,5
4254,2025-06-07 13:29:00,Saturday,13,Stormy,School Zone,Medium,48,57,8,56
4255,2025-08-10 21:34:00,Sunday,21,Clear,Industrial,Low,12,23,3,5
4256,2025-07-04 04:31:00,Friday,4,Clear,Industrial,Low,19,21,3,8
4257,2025-02-05 12:13:00,Wednesday,12,Cloudy,Highway,Low,12,15,5,15
4258,2025-03-24 17:27:00,Monday,17,Clear,School Zone,High,74,131,30,102
4259,2025-08-26 16:38:00,Tuesday,16,Rainy,Highway,Medium,48,59,9,31
4260,2025-11-25 11:00:00,Tuesday,11,Rainy,Commercial,Low,14,19,5,8
4261,2025-04-10 10:46:00,Thursday,10,Stormy,School Zone,Medium,26,65,11,38
4262,2025-06-30 07:34:00,Monday,7,Rainy,School Zone,High,66,122,31,114
4263,2025-06-16 16:15:00,Monday,16,Cloudy,School Zone,Low,9,13,4,13
4264,2025-09-01 04:47:00,Monday,4,Clear,Highway,Medium,26,52,11,41
4265,2025-12-05 20:41:00,Friday,20,Rainy,Highway,High,71,106,25,142
4266,2025-01-30 16:31:00,Thursday,16,Stormy,Commercial,Medium,40,44,5,47
4267,2025-10-25 08:11:00,Saturday,8,Stormy,Residential,High,83,124,37,180
4268,2025-03-31 17:18:00,Monday,17,Clear,Residential,High,89,94,19,127
4269,2025-12-24 09:16:00,Wednesday,9,Rainy,Residential,High,52,91,20,96
4270,2025-12-17 07:42:00,Wednesday,7,Foggy,School Zone,High,89,72,28,95
4271,2025-07-14 02:50:00,Monday,2,Foggy,Industrial,Low,10,28,3,7
4272,2025-03-07 11:14:00,Friday,11,Foggy,School Zone,Medium,29,60,8,40
4273,2025-10-20 20:44:00,Monday,20,Foggy,Highway,Medium,48,43,6,38
4274,2025-06-02 13:23:00,Monday,13,Clear,Highway,Medium,33,37,11,29
4275,2025-11-12 17:33:00,Wednesday,17,Rainy,Highway,Medium,49,45,7,53
4276,2025-01-09 12:45:00,Thursday,12,Stormy,Commercial,Low,12,21,2,13
4277,2025-12-22 18:06:00,Monday,18,Stormy,Highway,High,113,93,20,122
4278,2025-01-10 04:30:00,Friday,4,Cloudy,Residential,Medium,33,66,15,45
4279,2025-07-11 19:32:00,Friday,19,Stormy,Highway,High,52,120,31,167
4280,2025-12-28 07:47:00,Sunday,7,Foggy,Commercial,High,93,117,15,121
4281,2025-03-20 23:27:00,Thursday,23,Cloudy,Residential,Low,17,21,5,13
4282,2025-09-21 16:09:00,Sunday,16,Rainy,School Zone,Medium,20,64,9,46
4283,2025-11-27 16:59:00,Thursday,16,Clear,Industrial,Low,6,30,1,13
4284,2025-10-27 08:13:00,Monday,8,Stormy,School Zone,High,87,96,22,78
4285,2025-06-08 00:30:00,Sunday,0,Stormy,School Zone,Low,9,16,1,8
4286,2025-08-27 05:54:00,Wednesday,5,Foggy,School Zone,Medium,46,32,13,60
4287,2025-11-29 16:31:00,Saturday,16,Rainy,Commercial,Medium,36,44,8,59
4288,2025-12-09 23:14:00,Tuesday,23,Rainy,School Zone,Low,8,28,0,7
4289,2025-07-05 20:04:00,Saturday,20,Rainy,Residential,Medium,43,69,12,48
4290,2025-01-30 07:13:00,Thursday,7,Rainy,Residential,High,117,86,37,114
4291,2025-02-23 01:49:00,Sunday,1,Rainy,Industrial,Low,11,18,1,16
4292,2025-01-25 21:32:00,Saturday,21,Stormy,Commercial,Medium,42,40,9,49
4293,2025-07-03 04:34:00,Thursday,4,Foggy,Industrial,Low,12,16,0,13
4294,2025-12-05 10:45:00,Friday,10,Clear,Residential,High,95,140,36,71
4295,2025-10-21 22:31:00,Tuesday,22,Cloudy,Residential,Low,6,14,4,15
4296,2025-06-26 08:11:00,Thursday,8,Stormy,Industrial,Medium,49,33,9,38
4297,2025-09-18 04:43:00,Thursday,4,Rainy,Industrial,Low,18,20,2,13
4298,2025-07-24 20:07:00,Thursday,20,Stormy,Highway,High,103,137,23,108
4299,2025-02-06 21:11:00,Thursday,21,Foggy,Commercial,Low,16,23,5,10
4300,2025-08-07 22:55:00,Thursday,22,Clear,School Zone,Low,7,11,5,9
4301,2025-11-03 15:34:00,Monday,15,Cloudy,Highway,Medium,26,54,5,35
4302,2025-08-29 08:30:00,Friday,8,Rainy,Residential,Medium,48,69,7,56
4303,2025-01-18 20:54:00,Saturday,20,Stormy,School Zone,Medium,27,32,9,40
4304,2025-10-16 03:25:00,Thursday,3,Foggy,Industrial,Low,11,20,1,20
4305,2025-03-15 11:57:00,Saturday,11,Rainy,Commercial,Low,16,30,5,12
4306,2025-10-20 13:31:00,Monday,13,Stormy,Highway,Low,5,14,3,9
4307,2025-05-28 07:39:00,Wednesday,7,Foggy,Residential,Medium,26,33,10,44
4308,2025-11-19 03:14:00,Wednesday,3,Rainy,Residential,Low,20,19,3,16
4309,2025-02-12 14:59:00,Wednesday,14,Rainy,Residential,Low,20,23,5,8
4310,2025-01-02 01:56:00,Thursday,1,Cloudy,School Zone,Low,9,18,3,9
4311,2025-07-05 10:37:00,Saturday,10,Rainy,Residential,Medium,32,31,11,55
4312,2025-01-07 16:50:00,Tuesday,16,Rainy,Residential,Medium,39,34,12,39
4313,2025-11-14 22:37:00,Friday,22,Stormy,Commercial,Low,18,23,5,17
4314,2025-07-06 00:50:00,Sunday,0,Foggy,School Zone,Low,8,12,3,12
4315,2025-08-03 17:38:00,Sunday,17,Rainy,School Zone,High,86,150,22,157
4316,2025-03-31 02:03:00,Monday,2,Rainy,Commercial,Low,10,13,5,17
4317,2025-10-30 15:32:00,Thursday,15,Cloudy,Commercial,Medium,43,31,13,50
4318,2025-07-24 19:52:00,Thursday,19,Cloudy,Industrial,High,72,100,33,68
4319,2025-12-20 18:06:00,Saturday,18,Cloudy,Highway,High,88,91,18,104
4320,2025-11-17 06:43:00,Monday,6,Foggy,Residential,Medium,29,41,6,58
4321,2025-10-23 13:33:00,Thursday,13,Rainy,Highway,Low,5,14,5,11
4322,2025-01-18 22:54:00,Saturday,22,Foggy,Highway,Medium,32,33,11,49
4323,2025-05-03 04:34:00,Saturday,4,Clear,Commercial,Low,16,19,3,10
4324,2025-08-16 01:59:00,Saturday,1,Foggy,Industrial,Medium,44,45,7,36
4325,2025-03-01 10:35:00,Saturday,10,Foggy,Highway,Medium,39,46,9,32
4326,2025-10-08 17:42:00,Wednesday,17,Foggy,Industrial,High,54,81,35,168
4327,2025-12-15 12:39:00,Monday,12,Clear,School Zone,Medium,48,55,12,47
4328,2025-12-12 00:46:00,Friday,0,Cloudy,Commercial,Low,16,25,0,9
4329,2025-01-28 10:08:00,Tuesday,10,Cloudy,Residential,High,74,140,27,134
4330,2025-01-13 01:40:00,Monday,1,Rainy,Highway,Low,15,21,5,17
4331,2025-12-31 07:19:00,Wednesday,7,Stormy,Highway,Medium,37,40,12,48
4332,2025-12-22 17:28:00,Monday,17,Foggy,Residential,High,97,86,26,172
4333,2025-05-15 23:19:00,Thursday,23,Clear,Highway,Low,18,12,0,11
4334,2025-01-27 02:19:00,Monday,2,Clear,Residential,Low,6,18,2,5
4335,2025-01-04 20:49:00,Saturday,20,Foggy,Residential,High,109,102,36,66
4336,2025-12-17 00:56:00,Wednesday,0,Cloudy,Highway,Medium,27,53,15,50
4337,2025-04-07 12:49:00,Monday,12,Cloudy,Industrial,Medium,23,32,13,53
4338,2025-10-14 08:50:00,Tuesday,8,Cloudy,Highway,High,80,108,16,172
4339,2025-03-28 02:39:00,Friday,2,Clear,School Zone,Medium,26,70,5,46
4340,2025-09-14 07:46:00,Sunday,7,Clear,Residential,High,68,93,16,127
4341,2025-02-23 16:18:00,Sunday,16,Foggy,Commercial,Low,16,27,1,17
4342,2025-08-31 14:29:00,Sunday,14,Stormy,Residential,Low,13,30,0,6
4343,2025-01-18 21:27:00,Saturday,21,Foggy,Commercial,Medium,29,32,15,37
4344,2025-08-24 03:51:00,Sunday,3,Rainy,Commercial,Low,18,16,0,14
4345,2025-03-12 21:03:00,Wednesday,21,Rainy,Industrial,Medium,43,50,7,42
4346,2025-07-24 09:35:00,Thursday,9,Rainy,Residential,Medium,36,47,9,47
4347,2025-06-30 05:06:00,Monday,5,Cloudy,Commercial,Medium,32,42,10,44
4348,2025-12-06 21:49:00,Saturday,21,Clear,Residential,Low,19,24,5,11
4349,2025-11-04 18:07:00,Tuesday,18,Rainy,Residential,High,119,138,29,71
4350,2025-06-18 12:19:00,Wednesday,12,Clear,Residential,Medium,37,63,14,31
4351,2025-03-19 02:47:00,Wednesday,2,Stormy,School Zone,Medium,21,45,15,37
4352,2025-06-20 09:22:00,Friday,9,Clear,School Zone,Medium,23,30,6,55
4353,2025-04-15 20:50:00,Tuesday,20,Foggy,School Zone,Medium,45,42,10,60
4354,2025-07-20 20:57:00,Sunday,20,Cloudy,Industrial,High,103,127,27,160
4355,2025-08-02 16:26:00,Saturday,16,Foggy,School Zone,Low,15,10,2,20
4356,2025-12-03 21:44:00,Wednesday,21,Foggy,Highway,Low,20,11,5,15
4357,2025-09-09 06:52:00,Tuesday,6,Stormy,Commercial,Medium,45,49,7,23
4358,2025-02-19 06:36:00,Wednesday,6,Foggy,Commercial,Low,9,15,0,19
4359,2025-09-01 13:36:00,Monday,13,Rainy,Residential,Medium,20,38,7,59
4360,2025-06-04 05:07:00,Wednesday,5,Clear,Highway,Medium,45,69,14,51
4361,2025-06-19 17:27:00,Thursday,17,Cloudy,School Zone,Medium,33,57,13,44
4362,2025-08-15 06:59:00,Friday,6,Foggy,Industrial,Medium,22,38,6,34
4363,2025-12-22 12:43:00,Monday,12,Rainy,Commercial,Medium,47,56,15,21
4364,2025-09-13 07:41:00,Saturday,7,Clear,Highway,High,102,75,28,107
4365,2025-03-19 23:59:00,Wednesday,23,Foggy,Highway,Low,7,21,4,6
4366,2025-02-02 09:53:00,Sunday,9,Rainy,Residential,High,106,101,27,79
4367,2025-08-21 17:31:00,Thursday,17,Clear,Highway,High,109,123,20,106
4368,2025-08-29 18:15:00,Friday,18,Stormy,Commercial,Medium,32,45,11,33
4369,2025-11-02 03:26:00,Sunday,3,Clear,School Zone,Low,19,15,5,20
4370,2025-06-16 14:00:00,Monday,14,Stormy,School Zone,Low,16,15,5,5
4371,2025-03-08 03:28:00,Saturday,3,Cloudy,Residential,Low,18,28,3,5
4372,2025-04-25 02:51:00,Friday,2,Foggy,Highway,Medium,36,33,7,40
4373,2025-07-26 11:46:00,Saturday,11,Clear,Highway,Medium,35,57,8,56
4374,2025-10-22 18:17:00,Wednesday,18,Stormy,Commercial,High,104,136,36,171
4375,2025-03-28 03:00:00,Friday,3,Foggy,Industrial,Medium,45,63,13,21
4376,2025-04-20 13:50:00,Sunday,13,Foggy,Commercial,Medium,32,64,14,56
4377,2025-01-01 07:39:00,Wednesday,7,Foggy,Commercial,Medium,28,45,5,21
4378,2025-07-03 04:23:00,Thursday,4,Stormy,Industrial,Low,19,18,2,12
4379,2025-06-22 07:03:00,Sunday,7,Stormy,School Zone,High,107,147,38,135
4380,2025-01-10 04:10:00,Friday,4,Rainy,Commercial,Low,14,11,1,9
4381,2025-03-15 08:24:00,Saturday,8,Foggy,Highway,Medium,49,46,11,22
4382,2025-07-30 05:07:00,Wednesday,5,Foggy,Industrial,Low,17,22,3,13
4383,2025-05-08 13:46:00,Thursday,13,Rainy,Residential,Low,8,11,0,9
4384,2025-09-24 12:54:00,Wednesday,12,Stormy,Residential,Low,18,28,3,20
4385,2025-04-28 08:58:00,Monday,8,Stormy,School Zone,Medium,34,49,10,52
4386,2025-08-07 22:49:00,Thursday,22,Clear,School Zone,Low,15,20,0,10
4387,2025-08-06 11:31:00,Wednesday,11,Rainy,School Zone,Medium,30,48,10,45
4388,2025-04-03 08:51:00,Thursday,8,Foggy,School Zone,High,53,114,38,73
4389,2025-12-20 21:41:00,Saturday,21,Stormy,Highway,Low,15,13,1,9
4390,2025-10-04 20:45:00,Saturday,20,Stormy,Commercial,Medium,47,66,5,27
4391,2025-06-13 06:49:00,Friday,6,Foggy,School Zone,Low,18,23,1,17
4392,2025-11-20 17:47:00,Thursday,17,Cloudy,School Zone,High,116,134,28,146
4393,2025-06-25 06:17:00,Wednesday,6,Stormy,Commercial,Medium,22,61,11,25
4394,2025-03-10 10:57:00,Monday,10,Rainy,School Zone,High,111,137,40,90
4395,2025-11-14 09:36:00,Friday,9,Rainy,Industrial,High,82,91,33,68
4396,2025-12-10 01:27:00,Wednesday,1,Cloudy,Residential,Low,19,22,5,19
4397,2025-09-23 01:42:00,Tuesday,1,Stormy,Highway,Low,6,19,4,12
4398,2025-07-27 05:47:00,Sunday,5,Foggy,Highway,Low,8,29,2,18
4399,2025-09-17 12:24:00,Wednesday,12,Stormy,Commercial,Medium,48,47,11,22
4400,2025-04-07 13:51:00,Monday,13,Cloudy,Industrial,Medium,37,30,14,28
4401,2025-09-07 21:26:00,Sunday,21,Cloudy,Commercial,Low,6,17,0,5
4402,2025-06-14 10:26:00,Saturday,10,Clear,School Zone,High,66,107,30,111
4403,2025-06-17 14:09:00,Tuesday,14,Stormy,Industrial,Low,16,18,2,10
4404,2025-01-15 17:56:00,Wednesday,17,Cloudy,Industrial,Medium,48,69,11,57
4405,2025-05-18 23:58:00,Sunday,23,Rainy,Highway,Medium,24,64,6,42
4406,2025-01-05 11:16:00,Sunday,11,Stormy,Residential,Medium,43,50,10,49
4407,2025-04-09 06:37:00,Wednesday,6,Rainy,Highway,Medium,23,30,11,50
4408,2025-08-28 06:35:00,Thursday,6,Stormy,School Zone,Low,10,30,0,5
4409,2025-06-29 20:14:00,Sunday,20,Cloudy,Residential,Medium,24,52,7,60
4410,2025-11-09 02:26:00,Sunday,2,Stormy,Commercial,Low,20,20,0,13
4411,2025-05-05 11:03:00,Monday,11,Stormy,Highway,Medium,42,64,6,44
4412,2025-04-02 03:03:00,Wednesday,3,Clear,School Zone,Low,8,30,4,18
4413,2025-10-02 03:43:00,Thursday,3,Stormy,Commercial,Low,17,16,4,6
4414,2025-12-09 00:37:00,Tuesday,0,Stormy,Commercial,Low,10,23,5,5
4415,2025-10-05 06:25:00,Sunday,6,Clear,Industrial,Low,16,24,0,6
4416,2025-04-07 17:57:00,Monday,17,Stormy,Industrial,High,99,112,31,171
4417,2025-03-26 05:15:00,Wednesday,5,Cloudy,Industrial,Low,12,16,0,13
4418,2025-04-25 12:17:00,Friday,12,Rainy,School Zone,Low,20,27,1,16
4419,2025-10-06 09:28:00,Monday,9,Stormy,School Zone,Medium,38,49,12,50
4420,2025-04-16 06:45:00,Wednesday,6,Clear,Commercial,Low,6,28,2,6
4421,2025-04-30 20:46:00,Wednesday,20,Foggy,Commercial,High,53,130,34,161
4422,2025-10-06 08:50:00,Monday,8,Cloudy,Residential,High,69,119,23,131
4423,2025-07-15 10:22:00,Tuesday,10,Foggy,Highway,High,100,104,35,96
4424,2025-10-28 13:54:00,Tuesday,13,Rainy,Industrial,Low,14,27,3,5
4425,2025-09-07 06:20:00,Sunday,6,Cloudy,Highway,Low,13,27,1,11
4426,2025-02-02 14:29:00,Sunday,14,Foggy,Industrial,Low,18,15,1,10
4427,2025-03-02 09:41:00,Sunday,9,Clear,Highway,Medium,42,56,8,25
4428,2025-10-05 12:31:00,Sunday,12,Stormy,Residential,Medium,25,63,7,21
4429,2025-03-28 19:27:00,Friday,19,Stormy,Highway,High,71,142,23,169
4430,2025-08-19 17:46:00,Tuesday,17,Cloudy,Residential,High,85,112,38,152
4431,2025-07-28 08:45:00,Monday,8,Foggy,Highway,High,59,144,32,168
4432,2025-11-28 03:20:00,Friday,3,Rainy,Industrial,Low,18,28,4,15
4433,2025-02-25 15:00:00,Tuesday,15,Clear,Highway,Low,11,25,1,6
4434,2025-06-02 20:24:00,Monday,20,Clear,Commercial,High,103,127,40,99
4435,2025-11-08 04:46:00,Saturday,4,Foggy,Industrial,Medium,21,34,7,21
4436,2025-10-08 22:02:00,Wednesday,22,Stormy,Highway,Medium,31,52,14,56
4437,2025-03-31 23:39:00,Monday,23,Rainy,Residential,Low,14,14,4,13
4438,2025-08-15 15:45:00,Friday,15,Cloudy,Residential,Low,10,13,0,7
4439,2025-11-13 17:39:00,Thursday,17,Stormy,Residential,Medium,38,39,12,52
4440,2025-08-22 07:27:00,Friday,7,Cloudy,School Zone,Medium,22,66,13,21
4441,2025-06-25 04:32:00,Wednesday,4,Foggy,Industrial,Medium,24,49,10,25
4442,2025-09-18 12:11:00,Thursday,12,Foggy,School Zone,Low,6,12,4,12
4443,2025-12-11 15:23:00,Thursday,15,Stormy,Commercial,Medium,24,65,12,60
4444,2025-12-13 00:02:00,Saturday,0,Clear,School Zone,Low,10,18,1,17
4445,2025-10-19 21:07:00,Sunday,21,Cloudy,Residential,Low,7,16,4,19
4446,2025-06-13 22:54:00,Friday,22,Foggy,Residential,Low,10,26,1,9
4447,2025-04-08 14:18:00,Tuesday,14,Rainy,Industrial,Low,15,14,5,7
4448,2025-04-18 22:10:00,Friday,22,Clear,Industrial,Medium,38,45,15,33
4449,2025-11-08 04:29:00,Saturday,4,Foggy,Highway,Low,19,28,3,20
4450,2025-04-01 12:26:00,Tuesday,12,Foggy,Residential,Low,20,16,5,17
4451,2025-08-05 15:03:00,Tuesday,15,Clear,Highway,Low,14,22,2,19
4452,2025-12-24 23:34:00,Wednesday,23,Foggy,Residential,Medium,48,67,9,46
4453,2025-05-17 13:50:00,Saturday,13,Cloudy,Residential,Medium,43,66,5,22
4454,2025-11-24 19:34:00,Monday,19,Foggy,School Zone,Medium,38,66,6,21
4455,2025-08-09 14:04:00,Saturday,14,Clear,School Zone,Medium,25,31,7,49
4456,2025-05-22 17:35:00,Thursday,17,Foggy,School Zone,Medium,33,53,7,55
4457,2025-02-11 03:58:00,Tuesday,3,Clear,Industrial,Low,11,15,2,14
4458,2025-12-24 13:27:00,Wednesday,13,Clear,Commercial,Medium,46,60,6,38
4459,2025-09-18 06:07:00,Thursday,6,Foggy,Highway,Medium,39,30,9,33
4460,2025-07-26 08:04:00,Saturday,8,Stormy,Highway,High,82,91,17,103
4461,2025-01-19 01:14:00,Sunday,1,Foggy,Commercial,Medium,47,48,10,29
4462,2025-03-29 17:38:00,Saturday,17,Stormy,Residential,Medium,48,54,6,22
4463,2025-04-11 02:15:00,Friday,2,Rainy,School Zone,Low,14,30,2,11
4464,2025-12-24 15:15:00,Wednesday,15,Rainy,School Zone,Medium,40,43,7,59
4465,2025-04-24 20:10:00,Thursday,20,Cloudy,School Zone,High,97,90,22,112
4466,2025-12-16 00:01:00,Tuesday,0,Rainy,Industrial,Medium,50,65,8,29
4467,2025-06-25 04:39:00,Wednesday,4,Clear,Industrial,Medium,40,69,8,46
4468,2025-12-03 09:14:00,Wednesday,9,Stormy,Residential,High,109,80,18,72
4469,2025-07-18 09:51:00,Friday,9,Foggy,Industrial,High,108,86,38,162
4470,2025-05-16 17:14:00,Friday,17,Stormy,Residential,Medium,47,31,8,31
4471,2025-03-16 20:29:00,Sunday,20,Stormy,Commercial,Medium,26,39,11,42
4472,2025-10-03 13:54:00,Friday,13,Rainy,Commercial,Medium,42,41,12,48
4473,2025-05-28 12:52:00,Wednesday,12,Clear,School Zone,Low,10,23,0,15
4474,2025-05-30 13:49:00,Friday,13,Rainy,Industrial,Low,5,29,5,10
4475,2025-01-01 17:40:00,Wednesday,17,Stormy,Industrial,High,90,141,21,174
4476,2025-10-11 13:04:00,Saturday,13,Cloudy,Residential,Medium,24,31,6,51
4477,2025-06-22 03:36:00,Sunday,3,Clear,School Zone,Low,18,14,5,7
4478,2025-11-22 21:49:00,Saturday,21,Foggy,Residential,Low,20,25,5,13
4479,2025-07-14 10:34:00,Monday,10,Foggy,Highway,High,119,76,39,96
4480,2025-01-09 18:43:00,Thursday,18,Cloudy,Highway,High,119,141,34,68
4481,2025-09-30 06:01:00,Tuesday,6,Stormy,Commercial,Low,11,20,2,6
4482,2025-10-24 21:16:00,Friday,21,Rainy,Residential,Medium,36,47,6,47
4483,2025-07-08 13:07:00,Tuesday,13,Cloudy,School Zone,Medium,30,68,13,55
4484,2025-03-21 07:36:00,Friday,7,Cloudy,School Zone,Medium,47,53,13,53
4485,2025-06-21 12:31:00,Saturday,12,Clear,Highway,Low,11,30,4,8
