air_id,country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollution_level
444,India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",2026-03-03 15:00:00,20.936071,85.170702,NO2,24.0,85.0,56.0,Moderate
445,India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",2026-03-03 15:00:00,20.94185,86.1151,CO,5.0,12.0,10.0,Low
446,India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",2026-03-03 15:00:00,20.48891,85.84768,NO2,18.0,49.0,32.0,Low
447,India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",2026-03-03 15:00:00,21.6439,85.599355,SO2,10.0,28.0,16.0,Low
448,India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB",2026-03-03 15:00:00,21.847279,85.416905,NO2,8.0,10.0,10.0,Low
449,India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB",2026-03-03 15:00:00,22.189722,84.862778,PM2.5,76.0,98.0,86.0,Moderate
450,India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",2026-03-03 15:00:00,27.215415,77.50873,SO2,2.0,45.0,15.0,Low
451,India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",2026-03-03 15:00:00,26.950293,75.730943,OZONE,14.0,49.0,37.0,Low
452,India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",2026-03-03 15:00:00,26.912329,70.909168,NH3,5.0,13.0,7.0,Low
453,India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",2026-03-03 15:00:00,25.344694,72.626208,PM2.5,,,,Unknown
454,India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",2026-03-03 15:00:00,25.344694,72.626208,PM10,,,,Unknown
455,India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",2026-03-03 15:00:00,25.344694,72.626208,NO2,,,,Unknown
456,India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",2026-03-03 15:00:00,25.344694,72.626208,SO2,,,,Unknown
457,India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",2026-03-03 15:00:00,25.344694,72.626208,OZONE,6.0,103.0,70.0,Moderate
458,India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",2026-03-03 15:00:00,24.588397,76.172782,PM2.5,27.0,331.0,146.0,High
459,India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",2026-03-03 15:00:00,24.588397,76.172782,PM10,79.0,232.0,137.0,High
460,India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",2026-03-03 15:00:00,24.588397,76.172782,NO2,47.0,103.0,80.0,Moderate
461,India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",2026-03-03 15:00:00,28.108988,75.386577,NO2,7.0,121.0,37.0,Low
462,India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",2026-03-03 15:00:00,28.108988,75.386577,CO,7.0,44.0,20.0,Low
463,India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",2026-03-03 15:00:00,28.108988,75.386577,OZONE,7.0,137.0,110.0,High
464,India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",2026-03-03 15:00:00,26.268249,73.019385,CO,5.0,119.0,26.0,Low
465,India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",2026-03-03 15:00:00,26.843698,75.766894,CO,2.0,111.0,36.0,Low
466,India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",2026-03-03 15:00:00,26.843698,75.766894,OZONE,3.0,133.0,102.0,High
467,India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",2026-03-03 15:00:00,26.916409,75.79949,PM10,64.0,174.0,109.0,High
468,India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",2026-03-03 15:00:00,26.916409,75.79949,NH3,1.0,5.0,2.0,Low
469,India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",2026-03-03 15:00:00,26.786682,75.827928,NH3,5.0,11.0,7.0,Low
470,India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",2026-03-03 15:00:00,26.786682,75.827928,SO2,2.0,6.0,4.0,Low
471,India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",2026-03-03 15:00:00,26.960669,75.771817,PM10,61.0,284.0,131.0,High
472,India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",2026-03-03 15:00:00,26.960669,75.771817,NO2,17.0,111.0,48.0,Low
473,India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",2026-03-03 15:00:00,26.960669,75.771817,CO,4.0,94.0,33.0,Low
474,India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",2026-03-03 15:00:00,26.960669,75.771817,OZONE,5.0,77.0,63.0,Moderate
475,India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",2026-03-03 15:00:00,13.1278,80.2642,NO2,11.0,16.0,13.0,Low
476,India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",2026-03-03 15:00:00,13.1278,80.2642,CO,42.0,63.0,52.0,Moderate
477,India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",2026-03-03 15:00:00,13.1662,80.2584,PM10,51.0,137.0,80.0,Moderate
478,India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",2026-03-03 15:00:00,13.1662,80.2584,NH3,1.0,2.0,2.0,Low
479,India,TamilNadu,Chennai,"Manali, Chennai - CPCB",2026-03-03 15:00:00,13.164544,80.26285,SO2,14.0,27.0,19.0,Low
480,India,TamilNadu,Chennai,"Manali, Chennai - CPCB",2026-03-03 15:00:00,13.164544,80.26285,CO,12.0,114.0,38.0,Low
481,India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",2026-03-03 15:00:00,12.9533,80.2357,NO2,5.0,18.0,9.0,Low
482,India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",2026-03-03 15:00:00,13.1036,80.2909,SO2,4.0,7.0,6.0,Low
483,India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2026-03-03 15:00:00,13.005219,80.239813,PM2.5,67.0,162.0,104.0,High
484,India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",2026-03-03 15:00:00,25.771061,73.340227,CO,12.0,88.0,43.0,Low
485,India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",2026-03-03 15:00:00,25.03636,73.883502,NH3,6.0,17.0,11.0,Low
486,India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",2026-03-03 15:00:00,26.031443,76.359327,NH3,8.0,13.0,10.0,Low
487,India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",2026-03-03 15:00:00,26.031443,76.359327,SO2,2.0,13.0,6.0,Low
488,India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",2026-03-03 15:00:00,27.608912,75.153302,PM2.5,35.0,348.0,132.0,High
489,India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",2026-03-03 15:00:00,27.608912,75.153302,PM10,68.0,385.0,165.0,High
490,India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",2026-03-03 15:00:00,27.608912,75.153302,NO2,11.0,84.0,35.0,Low
491,India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",2026-03-03 15:00:00,24.885261,72.857549,PM10,62.0,131.0,87.0,Moderate
492,India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",2026-03-03 15:00:00,26.895552,76.334753,PM10,39.0,115.0,77.0,Moderate
493,India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",2026-03-03 15:00:00,26.895552,76.334753,NO2,15.0,78.0,44.0,Low
494,India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",2026-03-03 15:00:00,26.895552,76.334753,SO2,4.0,7.0,7.0,Low
495,India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",2026-03-03 15:00:00,26.895552,76.334753,CO,34.0,78.0,53.0,Moderate
496,India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",2026-03-03 15:00:00,26.699557,77.898881,NO2,18.0,70.0,30.0,Low
497,India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",2026-03-03 15:00:00,23.837789,73.714926,NO2,15.0,27.0,21.0,Low
498,India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",2026-03-03 15:00:00,23.837789,73.714926,OZONE,9.0,73.0,53.0,Moderate
499,India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",2026-03-03 15:00:00,26.902909,75.836858,NO2,15.0,88.0,43.0,Low
500,India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",2026-03-03 15:00:00,26.215415,73.070156,NO2,4.0,81.0,32.0,Low
501,India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",2026-03-03 15:00:00,26.215415,73.070156,SO2,2.0,9.0,4.0,Low
502,India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",2026-03-03 15:00:00,26.253384,72.976571,NO2,4.0,133.0,34.0,Low
503,India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",2026-03-03 15:00:00,26.253384,72.976571,OZONE,9.0,213.0,122.0,High
504,India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",2026-03-03 15:00:00,26.506177,77.025989,PM10,67.0,143.0,105.0,High
505,India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",2026-03-03 15:00:00,25.16409,75.858137,PM2.5,35.0,227.0,87.0,Moderate
506,India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",2026-03-03 15:00:00,25.435774,75.644272,PM2.5,25.0,100.0,60.0,Moderate
507,India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",2026-03-03 15:00:00,25.435774,75.644272,OZONE,17.0,122.0,95.0,Moderate
508,India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",2026-03-03 15:00:00,24.892047,74.623527,NH3,7.0,17.0,12.0,Low
509,India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",2026-03-03 15:00:00,28.296139,74.961696,NO2,9.0,57.0,22.0,Low
510,India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",2026-03-03 15:00:00,28.296139,74.961696,CO,2.0,40.0,19.0,Low
511,India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",2026-03-03 15:00:00,28.296139,74.961696,OZONE,22.0,104.0,84.0,Moderate
512,India,Rajasthan,Sri Ganganagar,"Old City, Sri Ganganagar - RSPCB",2026-03-03 15:00:00,29.931624,73.864511,NH3,2.0,8.0,4.0,Low
513,India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",2026-03-03 15:00:00,27.33853,88.614099,PM2.5,64.0,107.0,82.0,Moderate
514,India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",2026-03-03 15:00:00,27.33853,88.614099,SO2,1.0,1.0,1.0,Low
515,India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",2026-03-03 15:00:00,25.16409,75.858137,CO,22.0,109.0,30.0,Low
516,India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",2026-03-03 15:00:00,25.196024,75.855668,NO2,1.0,112.0,41.0,Low
517,India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",2026-03-03 15:00:00,27.213494,73.734444,PM2.5,20.0,273.0,81.0,Moderate
518,India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2026-03-03 15:00:00,13.005219,80.239813,NH3,3.0,4.0,3.0,Low
519,India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",2026-03-03 15:00:00,11.0328,77.0349,PM2.5,55.0,151.0,102.0,High
520,India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",2026-03-03 15:00:00,11.0328,77.0349,PM10,43.0,95.0,72.0,Moderate
521,India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",2026-03-03 15:00:00,10.942451,76.978996,NO2,2.0,2.0,2.0,Low
522,India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",2026-03-03 15:00:00,13.4127,80.1081,PM2.5,77.0,430.0,220.0,High
523,India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",2026-03-03 15:00:00,13.4127,80.1081,NO2,17.0,42.0,25.0,Low
524,India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",2026-03-03 15:00:00,13.4127,80.1081,SO2,4.0,27.0,20.0,Low
525,India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB",2026-03-03 15:00:00,11.258242,77.552761,NO2,12.0,13.0,12.0,Low
526,India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",2026-03-03 15:00:00,8.816428,78.099039,CO,26.0,59.0,34.0,Low
527,India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",2026-03-03 15:00:00,8.816428,78.099039,OZONE,24.0,35.0,31.0,Low
528,India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",2026-03-03 15:00:00,17.349694,78.451437,NO2,6.0,14.0,9.0,Low
529,India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",2026-03-03 15:00:00,23.81755,91.272697,PM2.5,122.0,325.0,209.0,High
530,India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",2026-03-03 15:00:00,23.81755,91.272697,PM10,,,,Unknown
531,India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",2026-03-03 15:00:00,23.81755,91.272697,NO2,19.0,34.0,24.0,Low
532,India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",2026-03-03 15:00:00,23.81755,91.272697,OZONE,1.0,4.0,3.0,Low
533,India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",2026-03-03 15:00:00,27.23711,78.01936,PM2.5,29.0,213.0,70.0,Moderate
534,India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",2026-03-03 15:00:00,27.23711,78.01936,OZONE,6.0,6.0,6.0,Low
535,India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",2026-03-03 15:00:00,27.106972,78.000111,NH3,5.0,5.0,5.0,Low
536,India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",2026-03-03 15:00:00,17.544899,78.486949,NO2,14.0,17.0,15.0,Low
537,India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",2026-03-03 15:00:00,17.429398,78.569354,PM2.5,48.0,78.0,54.0,Moderate
538,India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",2026-03-03 15:00:00,17.429398,78.569354,OZONE,16.0,36.0,24.0,Low
539,India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",2026-03-03 15:00:00,17.528544,78.286195,NH3,3.0,5.0,3.0,Low
540,India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",2026-03-03 15:00:00,17.528544,78.286195,CO,18.0,51.0,30.0,Low
541,India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",2026-03-03 15:00:00,17.417094,78.457437,PM2.5,65.0,74.0,68.0,Moderate
542,India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",2026-03-03 15:00:00,27.19412,77.96237,OZONE,1.0,12.0,3.0,Low
543,India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",2026-03-03 15:00:00,27.169338,78.03582,NO2,14.0,21.0,17.0,Low
544,India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",2026-03-03 15:00:00,27.169338,78.03582,SO2,41.0,61.0,50.0,Low
545,India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",2026-03-03 15:00:00,28.964949,77.278761,SO2,26.0,72.0,37.0,Low
546,India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",2026-03-03 15:00:00,17.53169,78.218939,NH3,1.0,1.0,1.0,Low
547,India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",2026-03-03 15:00:00,17.53169,78.218939,CO,27.0,68.0,50.0,Low
548,India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",2026-03-03 15:00:00,17.585705,78.126199,CO,22.0,55.0,37.0,Low
549,India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",2026-03-03 15:00:00,17.585705,78.126199,OZONE,15.0,34.0,24.0,Low
550,India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",2026-03-03 15:00:00,17.393559,78.339194,NH3,2.0,3.0,2.0,Low
551,India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",2026-03-03 15:00:00,28.359581,79.414455,SO2,45.0,78.0,60.0,Moderate
552,India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",2026-03-03 15:00:00,28.359581,79.414455,OZONE,14.0,92.0,46.0,Low
553,India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",2026-03-03 15:00:00,27.168897,78.37696,SO2,6.0,52.0,23.0,Low
554,India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",2026-03-03 15:00:00,27.1594,78.3953,PM2.5,35.0,111.0,64.0,Moderate
555,India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",2026-03-03 15:00:00,27.198658,78.005981,SO2,17.0,19.0,18.0,Low
556,India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",2026-03-03 15:00:00,27.19412,77.96237,PM10,82.0,273.0,134.0,High
557,India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",2026-03-03 15:00:00,17.417094,78.457437,OZONE,5.0,33.0,23.0,Low
558,India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",2026-03-03 15:00:00,17.349694,78.451437,PM2.5,69.0,177.0,117.0,High
559,India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",2026-03-03 15:00:00,17.460103,78.334361,SO2,4.0,20.0,10.0,Low
560,India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",2026-03-03 15:00:00,17.470431,78.566959,SO2,5.0,17.0,10.0,Low
561,India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",2026-03-03 15:00:00,26.906111,80.948222,PM2.5,42.0,164.0,109.0,High
562,India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",2026-03-03 15:00:00,26.90723,80.98579,PM10,70.0,134.0,95.0,Moderate
563,India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",2026-03-03 15:00:00,26.90723,80.98579,NO2,31.0,33.0,32.0,Low
564,India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",2026-03-03 15:00:00,26.90723,80.98579,CO,10.0,16.0,11.0,Low
565,India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",2026-03-03 15:00:00,26.845881,80.936554,PM2.5,121.0,246.0,176.0,High
566,India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",2026-03-03 15:00:00,26.845881,80.936554,SO2,2.0,20.0,10.0,Low
567,India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",2026-03-03 15:00:00,26.845881,80.936554,CO,40.0,78.0,57.0,Moderate
568,India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",2026-03-03 15:00:00,26.833997,80.891736,PM2.5,95.0,290.0,153.0,High
569,India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",2026-03-03 15:00:00,26.833997,80.891736,NO2,8.0,12.0,9.0,Low
570,India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",2026-03-03 15:00:00,26.833997,80.891736,NH3,1.0,3.0,3.0,Low
571,India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",2026-03-03 15:00:00,28.757294,77.278792,PM10,149.0,353.0,232.0,High
572,India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",2026-03-03 15:00:00,28.685382,77.453839,NH3,7.0,25.0,10.0,Low
573,India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",2026-03-03 15:00:00,28.660335,77.357256,SO2,1.0,70.0,19.0,Low
574,India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",2026-03-03 15:00:00,26.730136,83.433859,OZONE,1.0,5.0,3.0,Low
575,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",2026-03-03 15:00:00,28.47272,77.482,NH3,7.0,12.0,10.0,Low
576,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",2026-03-03 15:00:00,28.47272,77.482,CO,40.0,97.0,58.0,Moderate
577,India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",2026-03-03 15:00:00,29.472351,77.719403,PM2.5,58.0,234.0,138.0,High
578,India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",2026-03-03 15:00:00,29.472351,77.719403,SO2,2.0,19.0,12.0,Low
579,India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",2026-03-03 15:00:00,28.544761,77.323126,NO2,18.0,107.0,53.0,Moderate
580,India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",2026-03-03 15:00:00,28.544761,77.323126,NH3,9.0,14.0,12.0,Low
581,India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",2026-03-03 15:00:00,28.544761,77.323126,SO2,10.0,18.0,13.0,Low
582,India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",2026-03-03 15:00:00,28.544761,77.323126,OZONE,19.0,111.0,82.0,Moderate
583,India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",2026-03-03 15:00:00,28.5898,77.3101,PM2.5,80.0,330.0,229.0,High
584,India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",2026-03-03 15:00:00,28.999264,77.759035,PM2.5,47.0,178.0,99.0,Moderate
585,India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",2026-03-03 15:00:00,29.06351,77.709723,OZONE,38.0,117.0,84.0,Moderate
586,India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",2026-03-03 15:00:00,28.83526,78.7446,PM10,70.0,286.0,123.0,High
587,India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",2026-03-03 15:00:00,28.83526,78.7446,NO2,28.0,29.0,28.0,Low
588,India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",2026-03-03 15:00:00,28.83526,78.7446,CO,30.0,46.0,42.0,Low
589,India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",2026-03-03 15:00:00,25.4547,78.6039,CO,6.0,100.0,23.0,Low
590,India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",2026-03-03 15:00:00,26.428282,80.327067,PM2.5,32.0,324.0,109.0,High
591,India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",2026-03-03 15:00:00,26.428282,80.327067,SO2,17.0,20.0,19.0,Low
592,India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",2026-03-03 15:00:00,26.428282,80.327067,OZONE,10.0,13.0,12.0,Low
593,India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",2026-03-03 15:00:00,26.509954,80.249612,NH3,5.0,5.0,5.0,Low
594,India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",2026-03-03 15:00:00,28.56923,77.393848,CO,23.0,106.0,43.0,Low
595,India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",2026-03-03 15:00:00,25.425602,81.917152,PM2.5,31.0,80.0,54.0,Moderate
596,India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",2026-03-03 15:00:00,25.494,81.863,NO2,11.0,12.0,12.0,Low
597,India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",2026-03-03 15:00:00,26.509954,80.249612,CO,28.0,49.0,36.0,Low
598,India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",2026-03-03 15:00:00,26.470314,80.322986,CO,53.0,67.0,61.0,Moderate
599,India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",2026-03-03 15:00:00,28.234893,77.8683,OZONE,10.0,20.0,15.0,Low
600,India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",2026-03-03 15:00:00,26.766433,80.927299,CO,7.0,27.0,15.0,Low
601,India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",2026-03-03 15:00:00,26.86812,81.005119,CO,32.0,40.0,37.0,Low
602,India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",2026-03-03 15:00:00,28.849399,78.742362,PM10,74.0,126.0,97.0,Moderate
603,India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",2026-03-03 15:00:00,28.849399,78.742362,CO,20.0,40.0,30.0,Low
604,India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",2026-03-03 15:00:00,25.449199,81.82736,CO,20.0,78.0,27.0,Low
605,India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",2026-03-03 15:00:00,25.301778,82.996789,OZONE,6.0,16.0,9.0,Low
606,India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",2026-03-03 15:00:00,25.262326,82.995408,OZONE,1.0,14.0,9.0,Low
607,India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",2026-03-03 15:00:00,25.32393,82.99687,PM2.5,6.0,70.0,42.0,Low
608,India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",2026-03-03 15:00:00,27.571409,77.655757,NO2,27.0,27.0,27.0,Low
609,India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",2026-03-03 15:00:00,27.571409,77.655757,SO2,17.0,27.0,20.0,Low
610,India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",2026-03-03 15:00:00,29.212411,78.961175,CO,14.0,21.0,18.0,Low
